to_extension,from_operator,to_number,from_country,call_duration,to_country,from_number,call_charge,to_operator,call_date,cdr_id
,Etisalat,+225821162250463,Ivory Coast,0.252608110224281,Ivory Coast,+225869468289471,0.908398319119674,Orange,2016-05-16T07:15:21,272648
,Telenor,+45418246094372,Denmark,0.758778041912252,Denmark,+45486806558346,0.799141352090999,CK Hutchison,2016-04-24T12:04:37,272659
,Vodafone,+61171922163886,Australia,0.151462777191789,Australia,+61937466876810,2.52127068178881,CK Hutchison,2015-11-10T10:55:43,272670
,Airtel,+237795381905706,Cameroon,1.89070433106886,Cameroon,+23765060942777,0.506630710125573,MTN Group,2016-02-05T19:54:19,272739
,Etisalat,+93964855080646,Afghanistan,3.03314638712542,Afghanistan,+93958753036699,0.270029152187136,Airtel,2015-02-27T23:46:54,272714
,Vodafone,+61366492568553,Australia,0.92977852112422,Australia,+61333836184134,0.644685046005723,CK Hutchison,2015-05-08T21:30:34,272715
,América Móvil,+507667860241501,Panama,0.93694523632633,Panama,+507689413064088,0.600908652897592,Telefónica,2015-05-08T04:36:07,272716
,MTN Group,+267713322440169,Botswana,2.92327551139175,Botswana,+267177287326588,0.636574265026543,MTN Group,2015-10-09T03:43:38,272719
,MTS,+375693821436193,Belarus,0.0584242270662646,Belarus,+375625975061416,1.87018191379967,Telia Company,2015-02-18T13:38:17,272723
,Vodafone,nan,Italy,5.64250904984944,Italy,+39407659215954,1.55575800464014,Vodafone,2016-07-09T02:49:34,272730
,Axiata,+855247631708962,Cambodia,0.268558146876328,Cambodia,+855660051161518,0.533252777633752,Axiata,2016-03-06T22:47:14,272749
,Vodafone,nan,Greece,0.111641277943714,Greece,+30334536582788,3.06303003570724,Vodafone,2016-04-01T17:20:18,272755
,Vodafone,+233984315331328,Ghana,0.172469661860632,Ghana,+233426225663329,0.380756368724336,Airtel,2016-06-18T06:06:08,272761
,CK Hutchison,+39731619842776,Italy,1.26573209897511,Italy,+39714964252429,1.04110152657302,Veon,2015-10-29T00:48:30,272769
,Vodafone,+44136391396463,United Kingdom,1.97025264781738,United Kingdom,+44906077128553,0.712691934092632,Vodafone,2016-09-22T23:24:18,272775
x3276339,Veon,+998947110216566,Uzbekistan,0.5597969393365,Uzbekistan,+998554655338855,0.127788030124524,Veon,2016-01-11T04:57:46,272778
,Vodafone,+353835948251714,Ireland,2.40600977374448,Ireland,+353502078550404,0.480712427207505,CK Hutchison,2015-07-02T22:58:36,272786
,Vodafone,+30661062712854,Greece,0.046166081611384,Greece,+30718055447652,1.73658262320481,Deutsche Telekom,2016-10-04T03:37:38,272787
,Airtel,+267346503840797,Botswana,0.846872229769071,Botswana,+267113359912478,0.548807489622393,Orange,2016-06-05T01:05:23,272788
,Etisalat,+22844489177393,Togo,0.562388553345485,Togo,+228775463114123,0.505131837428233,Etisalat,2016-11-22T23:24:00,272791
,TIM,+37819299247868,San Marino,1.84152934516876,San Marino,+378965658401509,0.630369287777774,TIM,2015-03-29T06:23:12,272795
,Deutsche Telekom,+30200476380568,Greece,2.10232438311365,Greece,+30221165555445,0.459770623501463,Vodafone,2016-09-28T18:33:50,272834
,Vodafone,+61847620019646,Australia,1.24701753454764,Australia,+61390552554439,1.03520760366788,Vodafone,2016-08-29T22:21:13,272866
,Axiata,+855796986046418,Cambodia,0.551371859771682,Cambodia,+855605309578505,1.11585800044895,Axiata,2016-02-16T16:39:54,272872
,Vodafone,+31338660630140,Netherlands,1.7955342252962,Netherlands,+31531219536911,2.64936270721362,Vodafone,2016-09-05T13:47:04,272873
x1376369,Telenor,+382173829502947,Montenegro,1.23226784547974,Montenegro,+38295407503714,1.15437686092459,Telenor,2015-06-14T09:08:29,272883
x8930991,MTN Group,+224272124186395,Guinea,1.09939588635255,Guinea,+22431475554256,0.733675660215391,Airtel,2016-06-28T17:54:10,272886
,Vodafone,+355588818807728,Albania,0.687034000139147,Albania,+355818647449166,1.19651114488409,Vodafone,2016-11-25T12:09:54,272899
,Veon,+39114673342259,Italy,0.758338495525324,Italy,+3912748577820,1.56351456019842,Vodafone,2016-01-26T22:45:28,272916
,CK Hutchison,+353716132141422,Ireland,0.122889498522933,Ireland,+353248375555021,1.33023292633894,Vodafone,2015-03-05T02:08:30,272930
x3176053,Ooredoo,+9532514973366,Myanmar,0.75627882596388,Myanmar,+95943079488446,0.491377849526697,Telenor,2016-01-04T00:13:01,272946
,Veon,+21368005208216,Algeria,0.191554649996236,Algeria,+213793415362338,1.38851743856109,Ooredoo,2015-02-07T10:07:01,272964
x8840854,América Móvil,+504255818334430,Honduras,0.288986556062424,Honduras,+504691383680035,1.17595774560828,América Móvil,2015-04-21T05:19:26,272966
x9566024,Orange,+225989790652095,Ivory Coast,2.13544645725346,Ivory Coast,+225878070096373,5.85686854943961,Etisalat,2015-05-24T12:30:10,272994
,Deutsche Telekom,+355293016883968,Albania,0.507156302257905,Albania,+355573153185435,0.207806578856996,Vodafone,2016-02-16T02:22:26,273006
,MTN Group,+93101975706542,Afghanistan,0.0324436631308605,Afghanistan,+93328041625092,0.297139305985496,MTN Group,2015-05-11T04:42:37,273022
,Etisalat,\+228102334669631\,Togo,1.1835048087741,Togo,+228520110166406,0.26943893522931,Etisalat,2015-03-18T06:45:39,273042
x9972727,América Móvil,+503974534470398,El Salvador,0.131159137230595,El Salvador,+503202743460327,2.13567853075255,Telefónica,2015-07-03T22:39:22,273086
,Axiata,+855109208598847,Cambodia,0.566287112660878,Cambodia,+855660051161518,0.720901189668351,Axiata,2016-03-05T14:16:41,273092
,,+43229597138059,Austria,0.534303614164389,Austria,,0.369964215940428,América Móvil,2015-11-19T01:48:47,307306
,Deutsche Telekom,+389953847480811,Macedonia,0.681908900555669,Macedonia,+389848138078054,0.3865869479565,Deutsche Telekom,2016-07-06T00:53:11,273102
,América Móvil,+43298703580560,Austria,0.257718211957182,Austria,nan,0.147212828855134,América Móvil,2015-08-15T04:55:34,273110
x1383528,Airtel,+265947623811163,Malawi,0.0562171816122508,Malawi,+265896927955578,0.673610230640951,Airtel,2016-01-29T19:43:18,273111
,MTN Group,+963886672482072,Syria,0.267853688012073,Syria,+963811851398810,1.25715949836877,MTN Group,2015-08-13T15:09:44,273125
,Airtel,+235598117580517,Chad,0.296091296376077,Chad,+235667538289037,1.30589823054673,Airtel,2016-03-12T02:36:26,273140
,Vodafone,+61826524772762,Australia,0.162266504311481,Australia,+61282407926377,1.227656069444,Vodafone,2016-07-05T15:08:17,273142
,Ooredoo,+960422364210347,Maldives,0.0445802389688105,Maldives,+960758661939127,1.04088338383722,Ooredoo,2015-09-19T00:24:04,273168
x5911097,Orange,+32556993131197,Belgium,0.330982308255715,Belgium,+32489943265085,2.39297517628142,Orange,2016-02-26T03:39:15,273174
,Airtel,+93996064875730,Afghanistan,3.09457503731396,Afghanistan,+9320891732110,0.824173570869145,Etisalat,2016-01-12T05:08:38,273177
,Sprint Corporation,+17346216584,United States,0.689917728823994,United States,+12440280753,0.446634111882729,Sprint Corporation,2015-02-08T16:19:29,273194
,Airtel,+235338896755407,Chad,1.59716301329384,Chad,+235111130019698,1.82858055829199,Airtel,2015-04-14T16:52:06,273214
x1686291,Airtel,+250646136496023,Rwanda,0.301757933088653,Rwanda,+250255978875821,0.166967545115892,Airtel,2016-02-04T22:09:03,273230
x6252709,Airtel,+245504745673477,Guinea-Bissau,0.905117362175397,Guinea-Bissau,+245418009891293,2.24806532485551,Airtel,2016-09-23T20:18:16,273261
,CK Hutchison,+353872582744706,Ireland,0.846296394897624,Ireland,+353769429775914,0.529677426523268,Vodafone,2016-05-03T22:34:50,273266
,Deutsche Telekom,+382287601392455,Montenegro,1.86585241207816,Montenegro,+382642000129377,0.212865709438834,Deutsche Telekom,2016-07-06T10:40:11,273271
,MTN Group,+237509001842714,Cameroon,0.869304484718785,Cameroon,+237524578547446,1.47400275507265,MTN Group,2015-02-22T04:27:03,273291
,Vodafone,+49324612322810,Germany,0.432243173907577,Germany,+49443523713270,1.54339416157213,Telefónica,2015-05-23T10:37:17,273296
,MTS,+375385868045811,Belarus,0.457929700205049,Belarus,+375758925312691,0.467063667389073,MTS,2016-09-24T15:24:14,273297
,Veon,+992145992204320,Tajikistan,0.15740460245068,Tajikistan,+992744906296062,1.06774773235353,Veon,2015-10-20T03:08:06,273304
,MTS,+37525982524185,Belarus,1.62597159054337,Belarus,+3758638294360,1.48987819334976,MTS,2015-09-07T18:08:30,273314
,Vodafone,+356287890691342,Malta,1.91605053262325,Malta,+356891645079144,2.54283754372409,Vodafone,2015-06-05T11:30:53,273317
,Airtel,+248825051762188,Seychelles,0.600854518764644,Seychelles,+248861437416707,1.12226521845429,Airtel,2016-06-27T02:38:16,273328
x8436505,Vodafone,+30686601985188,Greece,1.23691927843643,Greece,+3067241737211,1.08146312441993,Vodafone,2016-08-04T00:59:15,273349
,Orange,+26743608389421,Botswana,0.895932681324344,Botswana,+267962303080578,0.862901654571314,MTN Group,2015-10-10T02:11:17,273360
,Veon,+76583796442847,Kazakhstan,0.391768736043716,Kazakhstan,+7674780840238,0.196665035298895,Telia Company,2016-11-13T18:45:16,273368
,Veon,+992184954798335,Tajikistan,0.794295054459432,Tajikistan,+992841663183981,0.119012026519453,Veon,2016-08-05T14:53:48,273379
,Veon,+3996207957370,Italy,0.478719642267141,Italy,+39860632980452,2.3336509001515,Telefónica,2016-04-28T15:26:24,273391
,Etisalat,+241809319035558,Gabon,1.70586258621252,Gabon,+241286333015895,0.605299817100492,Airtel,2016-08-03T02:27:21,273398
x8677917,Vodafone,+49333795943949,Germany,0.0603344777766543,Germany,+49699519845410,0.142550228386676,Vodafone,2015-09-23T15:23:27,273400
x3302689,Vodafone,+44759491857840,United Kingdom,2.0877772575099,United Kingdom,+44116939253292,0.573774434208797,Vodafone,2015-09-15T05:32:24,273413
,MTN Group,+250172930272594,Rwanda,0.236055349628059,Rwanda,+250208125965201,2.38666835008039,Airtel,2015-08-18T18:17:35,273414
,Airtel,+260706290293374,Zambia,0.11136649320155,Zambia,+260216843440834,0.397185411402231,MTN Group,2016-10-10T21:34:18,273446
,Orange,+225780311642420,Ivory Coast,0.023688471510591,Ivory Coast,+225270421870665,0.187416577913034,Orange,2016-09-08T19:15:58,273451
,Orange,+225906408086726,Ivory Coast,4.14794250275783,Ivory Coast,+225115729189335,0.600600485820277,Etisalat,2016-03-01T08:26:43,273456
,Airtel,+233620336605136,Ghana,0.0428969947011576,Ghana,+233304090622634,0.372987258740195,Airtel,2015-02-17T03:59:27,273462
,TIM,+378256093036857,San Marino,0.179632709653663,San Marino,+378183275166309,1.32340023701442,TIM,2015-03-23T21:04:11,273468
,Airtel,+255788410537735,Tanzania,0.543023057355243,Tanzania,+255884675845236,0.802281377744063,Airtel,2015-09-02T08:17:17,273480
,Airtel,+24164050560365,Gabon,0.307919591779576,Gabon,+241203745070468,1.93745742039379,Airtel,2016-06-15T20:36:26,273487
x7489819,MTS,+375322207614914,Belarus,0.119205039845574,Belarus,+375748850174174,1.77202426462249,MTS,2016-04-19T23:27:26,273506
,Orange,+373394719659424,Moldova,1.44343958039275,Moldova,+37384678530788,0.496257197712955,Telia Company,2016-04-24T23:29:57,273509
x1302606,América Móvil,+502570316462386,Guatemala,2.18299147012463,Guatemala,+502620840199981,0.881309035851556,Telefónica,2016-11-01T04:07:10,273512
x3170380,Airtel,+256691850033854,Uganda,0.243248361793017,Uganda,+256147715840099,0.535650666352136,MTN Group,2016-10-22T17:09:58,273529
,Airtel,+44288038963423,Jersey,0.502641641594117,Jersey,+44819721417357,1.29412685072163,Airtel,2016-09-03T22:30:50,273551
,China Mobile,+852914459300712,Hong Kong,0.041675783330692,Hong Kong,+852207882618397,1.36987896951134,China Mobile,2016-04-15T06:38:31,273558
,Airtel,+255613981078601,Tanzania,0.409603053084284,Tanzania,+255329459844373,4.2431967538334,Airtel,2016-03-04T00:23:27,273570
,Orange,+224557598336206,Guinea,0.102781234349348,Guinea,+224448067579526,0.303144881199343,Airtel,2016-05-23T02:33:31,273572
x7502407,Etisalat,+22528825213229,Ivory Coast,0.70429836620093,Ivory Coast,+225545355401978,2.36267843125427,Orange,2015-02-17T18:09:00,273575
,Vodafone,+31797460549732,Netherlands,1.8769142697988,Netherlands,+31138619453391,0.30186865157298,Vodafone,2015-01-29T15:46:16,273576
,Airtel,+232754130101293,Sierra Leone,1.76390112523049,Sierra Leone,+232503881371319,2.97998449294935,Airtel,2016-05-24T04:26:04,273601
,Telenor,+45796231546467,Denmark,0.978192411083206,Denmark,+45724586692191,2.41442019567409,CK Hutchison,2016-08-14T17:54:04,273619
,MTN Group,+967337629938234,Yemen,1.34811427843938,Yemen,+96719570183422,0.229695313446137,MTN Group,2016-03-13T05:56:50,273627
,Airtel,+242443502639802,Republic of the Congo,1.2606004688496,Republic of the Congo,+242466230370597,0.726547397147438,Airtel,2015-02-12T18:06:56,273670
,Vodafone,+355246949652441,Albania,0.324883021444175,Albania,+35545349630451,0.435592492326959,Vodafone,2016-08-24T16:26:22,273675
,Orange,+261315079319589,Madagascar,0.383641758398887,Madagascar,+261111690417396,1.17700464885001,Airtel,2015-05-03T21:02:45,273697
,Airtel,+24162113704331,Gabon,0.1020151962863,Gabon,+241285551451144,0.967570728555988,Airtel,2016-05-10T10:15:32,273699
,Telefónica,+507878716865430,Panama,1.14628022278854,Panama,+507940601348297,0.309595633301468,América Móvil,2016-11-10T05:18:12,273708
,Orange,+223749493907193,Mali,0.270942118528061,Mali,+223649688860142,1.0667626436883,Orange,2016-06-17T09:01:37,273729
,Veon,+76933808793845,Kazakhstan,0.394660517875145,Kazakhstan,+76862111688269,1.81767151852693,Veon,2015-07-05T10:17:49,273736
,MTS,+993727477189875,Turkmenistan,0.250496020482952,Turkmenistan,+993891217705488,0.761949004916174,MTS,2016-04-05T17:22:36,273744
,Vodafone,+233351080930577,Ghana,0.437665481551371,Ghana,+233243365590432,0.517726001443188,Vodafone,2016-07-16T00:54:15,273754
,Telefónica,+50356088553565,El Salvador,2.08165516831256,El Salvador,+503499305295913,1.04357342415337,Telefónica,2015-06-23T03:59:02,273755
,Airtel,+255293809725240,Tanzania,1.26045683316615,Tanzania,+255529665004629,0.192671984450043,Airtel,2016-11-21T06:47:45,273758
,Axiata,+85532289613165,Cambodia,0.445401182152239,Cambodia,+855461288130702,1.49003629580194,Axiata,2015-07-14T09:46:02,273765
,Telefónica,+39859249867318,Italy,0.428033213135345,Italy,+39460015457212,0.37109715134311,Vodafone,2015-03-09T11:17:48,273821
,Vodafone,+355894466029820,Albania,0.211734636672412,Albania,+35547883423883,0.399015271403595,Vodafone,2016-02-14T00:02:59,273840
,Ooredoo,+213672204690548,Algeria,1.41438010190067,Algeria,+213110791131743,0.490152833438246,Veon,2016-08-06T01:49:48,273844
x8108360,Vodafone,+233428418282519,Ghana,0.0291830147879614,Ghana,+233133951699196,1.51159026995702,Vodafone,2015-11-07T18:40:36,273859
x9313556,Orange,+33517162482035,France,0.0599703508357919,France,+335421306407,1.17502317889475,Orange,2015-02-24T01:29:56,273869
,Airtel,+248112728467486,Seychelles,0.560389658790752,Seychelles,+248548988064821,2.79180872518201,Airtel,2016-09-01T22:49:53,273875
,América Móvil,+50632152077214,Costa Rica,0.0514076985026827,Costa Rica,+506892754410357,0.504159467875998,Telefónica,2015-05-28T20:54:58,273879
,Telefónica,+507614340913445,Panama,0.52555628087484,Panama,+507923476680187,1.98187529407479,Telefónica,2015-09-18T12:16:53,273881
,TIM,+378844549865919,San Marino,0.703265932616461,San Marino,+37891360296440,1.8420121954533,TIM,2015-03-15T04:13:00,273895
,América Móvil,+43531364891670,Austria,0.482560564693663,Austria,+43462319585065,0.143708360763911,América Móvil,2015-06-09T14:53:08,273901
,China Mobile,+852129642030213,Hong Kong,1.91179961777127,Hong Kong,+852103947043967,0.716857199709964,China Mobile,2015-07-21T14:28:25,273934
,Orange,+34659956037591,Spain,0.082964525145389,Spain,+34184716678103,0.978192833706595,Vodafone,2015-11-17T08:10:51,273952
,Veon,+374374877305797,Armenia,0.0129748869991437,Armenia,+374684825908089,1.8381714300068,MTS,2015-02-06T06:04:30,273968
,Airtel,+23224913227209,Sierra Leone,0.357872492572227,Sierra Leone,+23253280180301,1.5018611418437,Airtel,2016-10-19T13:31:16,274007
,MTN Group,+242275223323078,Republic of the Congo,0.319555112951468,Republic of the Congo,+24264109237163,0.335464646834454,Airtel,2015-07-07T01:17:54,274019
,Airtel,+256463752951961,Uganda,1.90334470735468,Uganda,+256662980073841,0.326350327570234,Orange,2016-05-06T00:00:29,274021
x2317774,Airtel,+235872492674460,Chad,2.18372790919852,Chad,+235510454846590,0.605915909632258,Airtel,2015-03-12T08:30:31,274029
x5295203,Orange,+34900772199473,Spain,2.18823521840969,Spain,+34985869797031,0.720670489830052,Vodafone,2015-01-13T05:30:23,274057
,Axiata,+977777665058312,Nepal,0.100108752283817,Nepal,+97750610901143,0.15621386535439,Axiata,2016-09-24T06:05:43,274073
,MTN Group,+245126412867716,Guinea-Bissau,3.38030284170238,Guinea-Bissau,+245938078145521,1.32871464950251,MTN Group,2015-02-22T04:24:43,274093
,Airtel,+261822340231657,Madagascar,0.144084622937863,Madagascar,+261253283386796,1.36741486115203,Airtel,2015-03-29T20:27:59,274112
,MTN Group,+268235979754469,Swaziland,0.934924835642772,Swaziland,+268427493034329,0.653559776149673,MTN Group,2016-04-25T00:28:42,274118
x9184352,América Móvil,+43180206482461,Austria,0.302186527922843,Austria,+43743219115859,2.03732700985151,América Móvil,2015-11-14T15:05:34,274120
x2135640,Airtel,+241119562182617,Gabon,0.996215526723022,Gabon,+24119582730918,0.699785076279282,Airtel,2016-06-23T13:44:55,274122
,MTN Group,+967902955527499,Yemen,0.135548178658711,Yemen,+967530255216216,1.35072051765725,MTN Group,2015-02-06T10:16:28,274124
,Deutsche Telekom,+389582502480865,Macedonia,3.05566588428558,Macedonia,+389870377774315,1.41849392974769,Deutsche Telekom,2016-01-19T09:35:04,274136
,Veon,+995853694243994,Georgia,0.0595503298376227,Georgia,+995490083004184,1.97314338173521,Veon,2015-08-03T09:28:44,274141
,China Mobile,+852620502018906,Hong Kong,1.52470839500196,Hong Kong,+852259530693565,2.22551447786675,China Mobile,2016-08-21T15:49:05,274162
,Airtel,+357384403965900,Cyprus,2.34645941171136,Cyprus,+357703848377896,0.840519390551106,Airtel,2016-06-13T21:05:20,274199
,Airtel,+261826495956157,Madagascar,0.291180150895933,Madagascar,+261956842671625,1.44146162396712,Airtel,2016-10-27T09:15:50,274210
x5616977,CK Hutchison,+61804814618507,Australia,0.1241409759983,Australia,+61882405719172,1.29426599447035,Vodafone,2015-09-06T09:30:06,274215
x9334389,MTN Group,+267229412588443,Botswana,0.480837437871909,Botswana,+267830933271870,2.76254957290607,Airtel,2016-08-20T15:29:22,274218
,América Móvil,+507890959982757,Panama,0.249933376224097,Panama,+507856660851533,2.5951627938492,Telefónica,2016-07-25T05:41:42,274222
x1286322,Orange,+245927341040483,Guinea-Bissau,0.907005611197816,Guinea-Bissau,+245737603143965,0.103011371204143,Airtel,2015-03-02T08:08:49,274243
,Airtel,+242401265535741,Republic of the Congo,2.73940208644563,Republic of the Congo,+242157553939214,2.99506813541468,Airtel,2016-01-15T21:55:07,274278
,AT&T Mobility,+1787724331500886,Puerto Rico,0.904063828392912,Puerto Rico,+1787155875867789,0.910477013633186,América Móvil,2016-09-18T16:43:45,274299
,Telefónica,+44670890897140,United Kingdom,0.305097785353042,United Kingdom,+44737801491330,2.01153241491894,Vodafone,2016-06-07T17:52:58,274303
x6763078,Telefónica,+39589222094991,Italy,0.884998327732971,Italy,+39261144320539,1.4868305118467,Telefónica,2015-02-09T03:16:30,274314
,Airtel,+44173283106514,Guernsey,1.43559262307403,Guernsey,+44772835980639,1.0646063172692,Airtel,2016-09-14T09:29:15,274316
x9368901,Veon,+76370676239871,Kazakhstan,1.31798091810156,Kazakhstan,+76494893976098,1.87642556546204,Veon,2015-10-17T16:59:59,274330
,AT&T Mobility,+18104634394,United States,2.10076463155188,United States,+12059848910,3.42097089089758,AT&T Mobility,2016-11-08T09:31:41,274334
,CK Hutchison,+46827456034526,Sweden,1.22718709780051,Sweden,+46464361493412,1.55412299810659,Telenor,2016-01-19T18:07:58,274336
,MTN Group,+237494958640378,Cameroon,0.269641220399469,Cameroon,+237700088526467,0.320915680676921,Airtel,2015-04-23T00:27:18,274342
,Telenor,+47781103586594,Norway,0.161485012066646,Norway,+47807501650146,0.946015088454794,Telenor,2015-10-04T11:08:37,274371
x1497918,Verizon Wireless,+12496275067,United States,0.137108954274884,United States,+19104572801,0.286175682180855,AT&T Mobility,2015-06-25T04:27:17,274376
x4519675,Telefónica,+49375442627058,Germany,2.17370080785477,Germany,+4945173536699,3.69882993633811,Telefónica,2016-03-21T11:11:49,274382
,Airtel,+224952181111367,Guinea,1.56802022865946,Guinea,+224691980029279,0.560490367287306,MTN Group,2016-07-02T01:40:46,274390
,Vodafone,+233428418282519,Ghana,0.426829317067106,Ghana,+233227260082638,0.656024646833305,Vodafone,2016-07-28T23:06:51,274403
,Vodafone,+4496408600151,United Kingdom,0.596194646656254,United Kingdom,+44780588896941,5.38542525759194,Vodafone,2015-08-29T23:41:52,274411
,Airtel,+93140153837165,Afghanistan,2.57254260727074,Afghanistan,+93532628889112,0.180946329129984,Airtel,2016-09-10T15:01:22,274439
,MTN Group,+245192972477153,Guinea-Bissau,0.425504749226149,Guinea-Bissau,+245213762858679,0.836488220012003,MTN Group,2016-04-06T09:32:58,274440
,Vodafone,+30913964973782,Greece,0.127414143541731,Greece,+30555822058506,0.267397172237848,Vodafone,2016-01-17T11:20:56,274446
,MTN Group,+242909352332291,Republic of the Congo,0.0148794975204118,Republic of the Congo,+242793318145272,0.758592012550327,Airtel,2015-10-18T02:54:53,274463
,AT&T Mobility,+1787616212003011,Puerto Rico,0.140817477931339,Puerto Rico,+1787993525985799,0.754347937512887,Deutsche Telekom,2015-06-26T07:08:00,274478
,Veon,+99681533057466,Kyrgyzstan,0.289454874581231,Kyrgyzstan,+996590483975662,0.34850832634109,Veon,2015-02-24T17:31:49,274481
,Orange,+227482005469520,Niger,0.3165871707011,Niger,+227240236945626,0.392342047019999,Etisalat,2016-08-17T05:15:55,274494
,Airtel,+44964901389190,Jersey,0.840374770564578,Jersey,+44245378635979,1.14019579328601,Airtel,2016-01-12T18:25:20,274495
,Vodafone,+30392066265448,Greece,0.498469121725573,Greece,+30718541105902,0.163785777562163,Vodafone,2015-06-19T09:25:30,274499
x1469533,Orange,+34169963164150,Spain,0.0854561094138897,Spain,+3413625927576,0.119357993692129,Orange,2016-06-24T15:07:17,274502
x2353868,MTN Group,+229150820341440,Benin,2.05597748875966,Benin,+229418684948302,0.743560165508531,Airtel,2015-09-22T00:23:04,274506
x848476,Etisalat,+228483321519165,Togo,1.46255167252607,Togo,+228714499892583,1.2017366640026,Etisalat,2016-01-27T15:49:14,274518
,Vodafone,+49177752232631,Germany,0.452703140281962,Germany,+49778835919966,0.121034309400943,Vodafone,2015-08-05T05:04:45,274526
,Telefónica,+502404031022654,Guatemala,1.75829277466033,Guatemala,+50237869723127,1.14748927741352,América Móvil,2016-06-05T08:08:05,274544
,Airtel,+267603198899877,Botswana,0.913739384216342,Botswana,+267171225815213,1.31581676287297,MTN Group,2016-02-02T14:17:05,274552
,Deutsche Telekom,+1787898221916874,Puerto Rico,0.938305295090769,Puerto Rico,nan,1.69910724493418,AT&T Mobility,2015-10-15T12:25:16,274558
,Orange,+223645907189728,Mali,0.406938300816343,Mali,+223643931689661,0.600628115897446,Orange,2015-04-20T22:39:35,274568
,Vodafone,+29845466159201,Faroe Islands,0.132940503397189,Faroe Islands,+298846132084705,1.2066896627412,Vodafone,2015-04-18T02:30:26,274582
,China Mobile,+85237849588385,Hong Kong,0.276305307142113,Hong Kong,+852280438089573,0.386634359849379,China Mobile,2015-11-24T17:05:19,274585
,Telenor,+95125937008241,Myanmar,0.538898140489875,Myanmar,+95630026182706,1.14249963483299,Telenor,2015-10-07T08:09:05,274590
,Deutsche Telekom,+43677298257251,Austria,2.11967662619045,Austria,+43368289913861,0.316265730364734,CK Hutchison,2015-03-29T02:13:18,274602
,Veon,+995394622881506,Georgia,1.68844122278153,Georgia,+9954266609758,0.254800577291279,Veon,2015-06-15T12:24:02,274610
,Vodafone,+353401331046769,Ireland,0.123668143467663,Ireland,+353772447295112,0.278459653442486,CK Hutchison,2016-08-17T18:37:04,274619
,Vodafone,+353616543449513,Ireland,2.9513065522523,Ireland,+353714915518380,2.36814856622989,Vodafone,2016-08-13T07:36:35,274628
x1496640,Orange,+240142388194902,Equatorial Guinea,1.06061833517983,Equatorial Guinea,+240298193790604,0.21154262308035,Orange,2015-03-19T09:20:27,274629
x5099619,Vodafone,+353742646944639,Ireland,0.960572650159694,Ireland,+353874311551727,0.107070759577666,Vodafone,2015-05-27T10:06:55,274632
x3215882,Orange,+236872798547304,Central African Republic,3.33478526232564,Central African Republic,+236461494886825,0.412960682943499,Etisalat,2015-01-30T17:00:22,274640
,Vodafone,+31463767548030,Netherlands,0.619260959884488,Netherlands,+31440211042582,2.6593780023048,Vodafone,2016-07-09T08:46:47,274646
,Orange,+223679705177609,Mali,1.0346275841011,Mali,+223413283458115,0.668151977519584,Orange,2016-08-01T08:24:19,274649
x9301235,Telenor,+46759728146967,Sweden,0.632423854804858,Sweden,+46118054630110,0.214461796545541,CK Hutchison,2015-05-14T15:49:49,274668
,Veon,+998636292472082,Uzbekistan,0.438290450161445,Uzbekistan,+998614506359860,0.934266766672991,Veon,2015-05-04T23:36:44,274672
,Veon,+213850190849489,Algeria,1.05160614945639,Algeria,+213415645960752,2.01120972527306,Veon,2015-01-15T22:47:47,274674
,Orange,+245187876234228,Guinea-Bissau,0.0819094080990051,Guinea-Bissau,+245643782158951,1.81930827259335,Airtel,2016-09-04T19:25:14,274676
,América Móvil,+507968224287206,Panama,0.777758494347408,Panama,+507500842883823,1.71595207264363,Telefónica,2015-04-18T06:13:09,274682
,Ooredoo,+95311046503776,Myanmar,0.969339326811323,Myanmar,+95213974244418,0.183772958454049,Telenor,2015-06-25T00:28:37,274689
,Airtel,+44678247753604,Jersey,1.48086772976755,Jersey,\\\\+44709460437594\\\\,1.08647061265431,Airtel,2015-07-03T22:31:54,274731
,Vodafone,+39398589578793,Italy,0.453899741647048,Italy,+39547895715212,0.789824607494368,CK Hutchison,2015-07-20T18:27:31,274735
x1813909,MTN Group,+268693713605118,Swaziland,0.453334405774622,Swaziland,+268606162602932,2.75034800081058,MTN Group,2015-08-20T07:11:25,274747
,Veon,+213653708487907,Algeria,0.945759015431949,Algeria,+213181617911167,0.831359324158189,Veon,2016-08-25T09:08:43,274756
,Vodafone,+355645960717048,Albania,1.21954928688001,Albania,+355305248275802,1.24399773491818,Vodafone,2016-04-10T04:26:35,274764
x6190778,Axiata,+85580996141259,Cambodia,1.29422110599208,Cambodia,+855375613831966,0.722311542483307,Axiata,2016-09-02T05:30:32,274765
,MTN Group,+242632252938738,Republic of the Congo,1.34729011807596,Republic of the Congo,+242684727284321,3.50575800617485,MTN Group,2016-05-19T14:00:33,274775
,Airtel,+229300045177879,Benin,1.39254431902174,Benin,+229460646522923,2.209595467963,Airtel,2015-04-27T06:54:37,274776
,Airtel,+224115497052221,Guinea,1.93173124273059,Guinea,+224442086569879,0.212083561547184,Airtel,2016-01-25T20:53:08,274780
,Airtel,+242574550151478,Republic of the Congo,1.39348015074194,Republic of the Congo,+242838649443166,0.491751223119565,Airtel,2016-04-12T08:38:07,274781
,Telefónica,+507277755283300,Panama,1.15282159060904,Panama,+507429580521368,0.453740560257961,América Móvil,2015-03-12T08:44:17,274795
